id,product,campaign_type,campaign,channel,date,conversions
23590,product b,branding,spring campaign flight 2,ooh,2020-04-13,5792.480755
23591,product b,branding,spring campaign flight 2,ooh,2020-04-14,1412.431327
23592,product b,branding,spring campaign flight 2,ooh,2020-04-15,1382.310146
23593,product b,branding,spring campaign flight 2,ooh,2020-04-16,1423.664013
23594,product b,branding,spring campaign flight 2,ooh,2020-04-17,1410.06476
23595,product b,branding,spring campaign flight 2,ooh,2020-04-18,1443.281655
23596,product b,branding,spring campaign flight 2,ooh,2020-04-19,1272.481449
23597,product b,branding,spring campaign flight 2,ooh,2020-04-20,5460.522774
23598,product b,branding,spring campaign flight 2,ooh,2020-04-21,1452.56713
23599,product b,branding,spring campaign flight 2,ooh,2020-04-22,1283.272811
23600,product b,branding,spring campaign flight 2,ooh,2020-04-23,1394.689101
23601,product b,branding,spring campaign flight 2,ooh,2020-04-24,1441.546748
23602,product b,branding,spring campaign flight 2,ooh,2021-04-05,1683.629631
23603,product b,branding,spring campaign flight 2,ooh,2021-04-11,1318.639953
23604,product b,branding,spring campaign flight 2,ooh,2021-04-12,5708.530147
23605,product b,branding,spring campaign flight 2,ooh,2021-04-13,1288.976395
23606,product b,branding,spring campaign flight 2,ooh,2021-04-14,1391.547974
23607,product b,branding,spring campaign flight 2,ooh,2021-04-15,1335.513195
23608,product b,branding,spring campaign flight 2,ooh,2021-04-16,1366.241438
23609,product b,branding,spring campaign flight 2,ooh,2021-04-17,1389.76273
23610,product b,branding,spring campaign flight 2,ooh,2021-04-18,1338.011035
23611,product b,branding,spring campaign flight 2,ooh,2021-04-19,5603.428843
23612,product b,branding,spring campaign flight 2,ooh,2021-04-20,1331.221093
23613,product b,branding,spring campaign flight 2,ooh,2021-04-21,1355.691417
23614,product b,branding,spring campaign flight 2,ooh,2021-04-22,1306.025205
23615,product b,branding,spring campaign flight 2,ooh,2021-04-23,1393.248509
23616,product b,branding,spring campaign flight 2,ooh,2021-04-24,1415.302238
23617,product b,branding,spring campaign flight 2,ooh,2022-04-11,5748.478476
23618,product b,branding,spring campaign flight 2,ooh,2022-04-12,1350.08218
23619,product b,branding,spring campaign flight 2,ooh,2022-04-13,1299.35899
23620,product b,branding,spring campaign flight 2,ooh,2022-04-14,1379.271987
23621,product b,branding,spring campaign flight 2,ooh,2022-04-15,1386.708194
23622,product b,branding,spring campaign flight 2,ooh,2022-04-16,1346.162838
23623,product b,branding,spring campaign flight 2,ooh,2022-04-17,1340.385164
23624,product b,branding,spring campaign flight 2,ooh,2022-04-18,5711.80209
23625,product b,branding,spring campaign flight 2,ooh,2022-04-19,1326.324138
23626,product b,branding,spring campaign flight 2,ooh,2022-04-20,1323.925357
23627,product b,branding,spring campaign flight 2,ooh,2022-04-21,1319.984306
23628,product b,branding,spring campaign flight 2,ooh,2022-04-22,1347.580151
23629,product b,branding,spring campaign flight 2,ooh,2022-04-23,1377.461766
23630,product b,branding,spring campaign flight 2,ooh,2022-04-24,1411.132455
23631,product b,branding,spring campaign flight 2,ooh,2023-04-10,4178.302459
23632,product b,branding,spring campaign flight 2,ooh,2023-04-11,1369.451348
23633,product b,branding,spring campaign flight 2,ooh,2023-04-12,1265.792817
23634,product b,branding,spring campaign flight 2,ooh,2023-04-13,1344.628929
23635,product b,branding,spring campaign flight 2,ooh,2023-04-14,1307.920715
23636,product b,branding,spring campaign flight 2,ooh,2023-04-15,1294.946014
23637,product b,branding,spring campaign flight 2,ooh,2023-04-16,1412.877355
23638,product b,branding,spring campaign flight 2,ooh,2023-04-17,5738.645721
23639,product b,branding,spring campaign flight 2,ooh,2023-04-18,1310.208484
23640,product b,branding,spring campaign flight 2,ooh,2023-04-19,1187.639525
23641,product b,branding,spring campaign flight 2,ooh,2023-04-20,1295.119034
23642,product b,branding,spring campaign flight 2,ooh,2023-04-21,1334.516525
23643,product b,branding,spring campaign flight 2,ooh,2023-04-22,1357.645269
23644,product b,branding,spring campaign flight 2,ooh,2023-04-23,1408.232851
23645,product b,branding,spring campaign flight 2,ooh,2023-04-24,2897.410772
23646,product b,branding,spring campaign flight 2,print,2020-04-13,1261.965911
23647,product b,branding,spring campaign flight 2,print,2020-04-16,975.1471636
23648,product b,branding,spring campaign flight 2,print,2020-04-20,1264.421834
23649,product b,branding,spring campaign flight 2,print,2020-04-23,961.0735908
23650,product b,branding,spring campaign flight 2,print,2021-04-12,1291.721748
23651,product b,branding,spring campaign flight 2,print,2021-04-16,998.2943422
23652,product b,branding,spring campaign flight 2,print,2021-04-19,1270.834794
23653,product b,branding,spring campaign flight 2,print,2021-04-23,996.483525
23654,product b,branding,spring campaign flight 2,print,2022-04-11,1243.179599
23655,product b,branding,spring campaign flight 2,print,2022-04-16,960.7419416
23656,product b,branding,spring campaign flight 2,print,2022-04-18,1199.955406
23657,product b,branding,spring campaign flight 2,print,2022-04-23,961.2194141
23658,product b,branding,spring campaign flight 2,print,2023-04-10,1276.75493
23659,product b,branding,spring campaign flight 2,print,2023-04-16,1002.463194
23660,product b,branding,spring campaign flight 2,print,2023-04-17,1256.620162
23661,product b,branding,spring campaign flight 2,print,2023-04-23,931.1755855
23662,product b,branding,spring campaign flight 2,tv,2020-04-06,7522.639719
23663,product b,branding,spring campaign flight 2,tv,2020-04-11,320.7176013
23664,product b,branding,spring campaign flight 2,tv,2020-04-12,368.6321314
23665,product b,branding,spring campaign flight 2,tv,2020-04-13,16438.58801
23666,product b,branding,spring campaign flight 2,tv,2020-04-14,348.734556
23667,product b,branding,spring campaign flight 2,tv,2020-04-15,363.1346345
23668,product b,branding,spring campaign flight 2,tv,2020-04-16,328.7277046
23669,product b,branding,spring campaign flight 2,tv,2020-04-17,352.7659581
23670,product b,branding,spring campaign flight 2,tv,2020-04-18,361.553372
23671,product b,branding,spring campaign flight 2,tv,2020-04-19,389.5149665
23672,product b,branding,spring campaign flight 2,tv,2020-04-20,14568.69019
23673,product b,branding,spring campaign flight 2,tv,2020-04-21,357.8470384
23674,product b,branding,spring campaign flight 2,tv,2020-04-22,341.7774562
23675,product b,branding,spring campaign flight 2,tv,2020-04-23,375.6064519
23676,product b,branding,spring campaign flight 2,tv,2020-04-24,360.4202773
23677,product b,branding,spring campaign flight 2,tv,2021-04-05,3962.195764
23678,product b,branding,spring campaign flight 2,tv,2021-04-11,366.2871893
23679,product b,branding,spring campaign flight 2,tv,2021-04-12,16846.48237
23680,product b,branding,spring campaign flight 2,tv,2021-04-13,369.2650065
23681,product b,branding,spring campaign flight 2,tv,2021-04-14,401.7756477
23682,product b,branding,spring campaign flight 2,tv,2021-04-15,366.036876
23683,product b,branding,spring campaign flight 2,tv,2021-04-16,398.0994648
23684,product b,branding,spring campaign flight 2,tv,2021-04-17,294.9184514
23685,product b,branding,spring campaign flight 2,tv,2021-04-18,368.3998553
23686,product b,branding,spring campaign flight 2,tv,2021-04-19,15518.96087
23687,product b,branding,spring campaign flight 2,tv,2021-04-20,334.5012774
23688,product b,branding,spring campaign flight 2,tv,2021-04-21,403.2640476
23689,product b,branding,spring campaign flight 2,tv,2021-04-22,375.7222475
23690,product b,branding,spring campaign flight 2,tv,2021-04-23,372.7440066
23691,product b,branding,spring campaign flight 2,tv,2021-04-24,355.0897361
23692,product b,branding,spring campaign flight 2,tv,2022-04-11,16447.75204
23693,product b,branding,spring campaign flight 2,tv,2022-04-12,340.5064744
23694,product b,branding,spring campaign flight 2,tv,2022-04-13,321.5979257
23695,product b,branding,spring campaign flight 2,tv,2022-04-14,341.4006607
23696,product b,branding,spring campaign flight 2,tv,2022-04-15,356.5950554
23697,product b,branding,spring campaign flight 2,tv,2022-04-16,361.1459165
23698,product b,branding,spring campaign flight 2,tv,2022-04-17,318.1554916
23699,product b,branding,spring campaign flight 2,tv,2022-04-18,16036.87633
23700,product b,branding,spring campaign flight 2,tv,2022-04-19,348.9421645
23701,product b,branding,spring campaign flight 2,tv,2022-04-20,374.8149993
23702,product b,branding,spring campaign flight 2,tv,2022-04-21,329.6483799
23703,product b,branding,spring campaign flight 2,tv,2022-04-22,411.4117868
23704,product b,branding,spring campaign flight 2,tv,2022-04-23,371.4139149
23705,product b,branding,spring campaign flight 2,tv,2022-04-24,300.5979108
23706,product b,branding,spring campaign flight 2,tv,2023-04-10,14749.73872
23707,product b,branding,spring campaign flight 2,tv,2023-04-11,355.1703769
23708,product b,branding,spring campaign flight 2,tv,2023-04-12,386.5044109
23709,product b,branding,spring campaign flight 2,tv,2023-04-13,336.0891409
23710,product b,branding,spring campaign flight 2,tv,2023-04-14,403.549319
23711,product b,branding,spring campaign flight 2,tv,2023-04-15,321.382871
23712,product b,branding,spring campaign flight 2,tv,2023-04-16,365.0320913
23713,product b,branding,spring campaign flight 2,tv,2023-04-17,16545.28384
23714,product b,branding,spring campaign flight 2,tv,2023-04-18,348.9761051
23715,product b,branding,spring campaign flight 2,tv,2023-04-19,315.2740251
23716,product b,branding,spring campaign flight 2,tv,2023-04-20,384.0872782
23717,product b,branding,spring campaign flight 2,tv,2023-04-21,336.0823525
23718,product b,branding,spring campaign flight 2,tv,2023-04-22,387.9772358
23719,product b,branding,spring campaign flight 2,tv,2023-04-23,335.5819148
23720,product b,branding,spring campaign flight 2,tv,2023-04-24,4846.262535
23721,product b,branding,winter campaign,tv,2020-11-30,7906.839299
23722,product b,branding,winter campaign,tv,2020-12-05,331.5510016
23723,product b,branding,winter campaign,tv,2020-12-06,351.8073841
23724,product b,branding,winter campaign,tv,2020-12-07,16669.67618
23725,product b,branding,winter campaign,tv,2020-12-08,358.1542023
23726,product b,branding,winter campaign,tv,2020-12-09,310.2798631
23727,product b,branding,winter campaign,tv,2020-12-10,286.2371447
23728,product b,branding,winter campaign,tv,2020-12-11,360.262832
23729,product b,branding,winter campaign,tv,2020-12-12,320.3955188
23730,product b,branding,winter campaign,tv,2020-12-13,336.6630967
23731,product b,branding,winter campaign,tv,2020-12-14,17155.93224
23732,product b,branding,winter campaign,tv,2020-12-15,372.7854372
23733,product b,branding,winter campaign,tv,2020-12-16,328.2112339
23734,product b,branding,winter campaign,tv,2020-12-17,396.2673768
23735,product b,branding,winter campaign,tv,2020-12-18,340.1544369
23736,product b,branding,winter campaign,tv,2020-12-19,335.883131
23737,product b,branding,winter campaign,tv,2020-12-20,338.6951105
23738,product b,branding,winter campaign,tv,2020-12-21,14443.3504
23739,product b,branding,winter campaign,tv,2020-12-22,327.6969652
23740,product b,branding,winter campaign,tv,2020-12-23,380.0800936
23741,product b,branding,winter campaign,tv,2020-12-24,328.0691418
23742,product b,branding,winter campaign,tv,2020-12-25,341.2358071
23743,product b,branding,winter campaign,tv,2021-11-29,4555.550594
23744,product b,branding,winter campaign,tv,2021-12-05,302.225071
23745,product b,branding,winter campaign,tv,2021-12-06,17332.75242
23746,product b,branding,winter campaign,tv,2021-12-07,340.739137
23747,product b,branding,winter campaign,tv,2021-12-08,348.0173102
23748,product b,branding,winter campaign,tv,2021-12-09,335.9579999
23749,product b,branding,winter campaign,tv,2021-12-10,341.7618835
23750,product b,branding,winter campaign,tv,2021-12-11,328.5661446
23751,product b,branding,winter campaign,tv,2021-12-12,363.7248485
23752,product b,branding,winter campaign,tv,2021-12-13,17549.55377
23753,product b,branding,winter campaign,tv,2021-12-14,323.5543426
23754,product b,branding,winter campaign,tv,2021-12-15,328.0793356
23755,product b,branding,winter campaign,tv,2021-12-16,356.5564815
23756,product b,branding,winter campaign,tv,2021-12-17,327.8457434
23757,product b,branding,winter campaign,tv,2021-12-18,351.3126672
23758,product b,branding,winter campaign,tv,2021-12-19,315.7933143
23759,product b,branding,winter campaign,tv,2021-12-20,16188.7586
23760,product b,branding,winter campaign,tv,2021-12-21,337.8020918
23761,product b,branding,winter campaign,tv,2021-12-22,338.8438065
23762,product b,branding,winter campaign,tv,2021-12-23,347.2946629
23763,product b,branding,winter campaign,tv,2021-12-24,388.7862477
23764,product b,branding,winter campaign,tv,2021-12-25,321.8725142
23765,product b,branding,winter campaign,tv,2022-12-05,17251.817
23766,product b,branding,winter campaign,tv,2022-12-06,361.550676
23767,product b,branding,winter campaign,tv,2022-12-07,369.3653692
23768,product b,branding,winter campaign,tv,2022-12-08,345.1262435
23769,product b,branding,winter campaign,tv,2022-12-09,325.8373618
23770,product b,branding,winter campaign,tv,2022-12-10,376.3035919
23771,product b,branding,winter campaign,tv,2022-12-11,335.2295906
23772,product b,branding,winter campaign,tv,2022-12-12,17187.04435
23773,product b,branding,winter campaign,tv,2022-12-13,344.337233
23774,product b,branding,winter campaign,tv,2022-12-14,323.9883167
23775,product b,branding,winter campaign,tv,2022-12-15,357.3121033
23776,product b,branding,winter campaign,tv,2022-12-16,330.7409014
23777,product b,branding,winter campaign,tv,2022-12-17,331.5300794
23778,product b,branding,winter campaign,tv,2022-12-18,350.90038
23779,product b,branding,winter campaign,tv,2022-12-19,17309.48118
23780,product b,branding,winter campaign,tv,2022-12-20,386.2031204
23781,product b,branding,winter campaign,tv,2022-12-21,354.8071258
23782,product b,branding,winter campaign,tv,2022-12-22,345.9371934
23783,product b,branding,winter campaign,tv,2022-12-23,319.5441857
23784,product b,branding,winter campaign,tv,2022-12-24,345.2839241
23785,product b,branding,winter campaign,tv,2022-12-25,362.3836999
23786,product b,branding,winter campaign__previous_media,tv,2020-01-01,1.642490388
23787,product b,branding,winter campaign__previous_media,tv,2020-01-02,1.325126566
23788,product b,branding,winter campaign__previous_media,tv,2020-01-03,1.096892248
23789,product b,branding,winter campaign__previous_media,tv,2020-01-04,0.9498437735
23790,product b,branding,winter campaign__previous_media,tv,2020-01-05,0.8310962369
23791,product b,branding,winter campaign__previous_media,tv,2020-01-06,0.738649385
23792,product b,branding,winter campaign__previous_media,tv,2020-01-07,0.6829866698
23793,product b,branding,winter campaign__previous_media,tv,2020-01-08,0.5773942346
23794,product b,branding,winter campaign__previous_media,tv,2020-01-09,0.5370904719
23795,product b,branding,winter campaign__previous_media,tv,2020-01-10,0.4979724828
23796,product b,branding,winter campaign__previous_media,tv,2020-01-11,0.4297798561
23797,product b,branding,winter campaign__previous_media,tv,2020-01-12,0.406747945
23798,product b,branding,winter campaign__previous_media,tv,2020-01-13,0.3639815979
23799,product b,branding,winter campaign__previous_media,tv,2020-01-14,0.3259402019
23800,product b,branding,winter campaign__previous_media,tv,2020-01-15,0.2850327153
23801,product b,branding,winter campaign__previous_media,tv,2020-01-16,0.2582666905
23802,product b,branding,winter campaign__previous_media,tv,2020-01-17,0.2394206946
23803,product b,branding,winter campaign__previous_media,tv,2020-01-18,0.2131768023
23804,product b,branding,winter campaign__previous_media,tv,2020-01-19,0.1997146989
23805,product b,branding,winter campaign__previous_media,tv,2020-01-20,0.1780939287
23806,product b,branding,winter campaign__previous_media,tv,2020-01-21,0.1579114264
23807,product b,branding,winter campaign__previous_media,tv,2020-01-22,0.1451970875
23808,product b,branding,winter campaign__previous_media,tv,2020-01-23,0.1255738224
23809,product b,branding,winter campaign__previous_media,tv,2020-01-24,0.1098006961
23810,product b,branding,winter campaign__previous_media,tv,2020-01-25,0.09649375389
23811,product b,branding,winter campaign__previous_media,tv,2020-01-26,0.09132943112
23812,product b,branding,winter campaign__previous_media,tv,2020-01-27,0.07927342998
23813,product b,branding,winter campaign__previous_media,tv,2020-01-28,0.07435421409
23814,product b,branding,winter campaign__previous_media,tv,2020-01-29,0.06803758463
23815,product b,branding,winter campaign__previous_media,tv,2020-01-30,0.05929099494
23816,product b,branding,winter campaign__previous_media,tv,2020-01-31,0.05268614212
23817,product b,branding,winter campaign__previous_media,tv,2020-02-01,0.04462374997
23818,product b,branding,winter campaign__previous_media,tv,2020-02-02,0.03792097963
23819,product b,branding,winter campaign__previous_media,tv,2020-02-03,0.03551371095
23820,product b,branding,winter campaign__previous_media,tv,2020-02-04,0.03393595852
23821,product b,branding,winter campaign__previous_media,tv,2020-02-05,0.02843539065
23822,product b,branding,winter campaign__previous_media,tv,2020-02-06,0.02992240369
23823,product b,branding,winter campaign__previous_media,tv,2020-02-07,0.02635699347
23824,product b,branding,winter campaign__previous_media,tv,2020-02-08,0.02195390683
23825,product b,branding,winter campaign__previous_media,tv,2020-02-09,0.02043439044
23826,product b,branding,winter campaign__previous_media,tv,2020-02-10,0.01779507073
23827,product b,branding,winter campaign__previous_media,tv,2020-02-11,0.0153876721
23828,product b,branding,winter campaign__previous_media,tv,2020-02-12,0.01395264781
23829,product b,branding,winter campaign__previous_media,tv,2020-02-13,0.0121334533
23830,product b,branding,winter campaign__previous_media,tv,2020-02-14,0.01122211986
23831,product b,branding,winter campaign__previous_media,tv,2020-02-15,0.01001072467
23832,product b,branding,winter campaign__previous_media,tv,2020-02-16,0.009062185306
23833,product b,branding,winter campaign__previous_media,tv,2020-02-17,0.008178024575
23834,product b,branding,winter campaign__previous_media,tv,2020-02-18,0.007431662547
23835,product b,branding,winter campaign__previous_media,tv,2020-02-19,0.006481271484
23836,product b,branding,winter campaign__previous_media,tv,2020-02-20,0.006731944834
23837,product b,branding,winter campaign__previous_media,tv,2020-02-21,0.005673049671
23838,product b,branding,winter campaign__previous_media,tv,2020-02-22,0.005089792584
23839,product b,branding,winter campaign__previous_media,tv,2020-02-23,0.004621830198
23840,product b,branding,winter campaign__previous_media,tv,2020-02-24,0.004002280991
23841,product b,branding,winter campaign__previous_media,tv,2020-02-25,0.003603597247
23842,product b,branding,winter campaign__previous_media,tv,2020-02-26,0.003256685143
23843,product b,branding,winter campaign__previous_media,tv,2020-02-27,0.00289600827
23844,product b,branding,winter campaign__previous_media,tv,2020-02-28,0.002654954244
23845,product b,branding,winter campaign__previous_media,tv,2020-02-29,0.0024746809
23846,product b,branding,winter campaign__previous_media,tv,2020-03-01,0.00215603744
23847,product b,branding,winter campaign__previous_media,tv,2020-03-02,0.001943066234
23848,product b,branding,winter campaign__previous_media,tv,2020-03-03,0.001703138146
23849,product b,branding,winter campaign__previous_media,tv,2020-03-04,0.001591307838
23850,product b,branding,winter campaign__previous_media,tv,2020-03-05,0.001407150281
23851,product b,branding,winter campaign__previous_media,tv,2020-03-06,0.001229023755
23852,product b,branding,winter campaign__previous_media,tv,2020-03-07,0.001112670361
23853,product b,branding,winter campaign__previous_media,tv,2020-03-08,0.00100235616
23854,product b,branding,winter campaign__previous_media,tv,2020-03-09,0.0008886661834
23855,product b,branding,winter campaign__previous_media,tv,2020-03-10,0.0008158955418
23856,product b,branding,winter campaign__previous_media,tv,2020-03-11,0.0007511794414
23857,product b,branding,winter campaign__previous_media,tv,2020-03-12,0.0006711105071
23858,product b,branding,winter campaign__previous_media,tv,2020-03-13,0.0006093845342
23859,product b,branding,winter campaign__previous_media,tv,2020-03-14,0.0005493426063
23860,product b,branding,winter campaign__previous_media,tv,2020-03-15,0.0005064010267
23861,product b,branding,winter campaign__previous_media,tv,2020-03-16,0.0004350071924
23862,product b,branding,winter campaign__previous_media,tv,2020-03-17,0.0003794719665
23863,product b,branding,winter campaign__previous_media,tv,2020-03-18,0.0003516547265
23864,product b,branding,winter campaign__previous_media,tv,2020-03-19,0.0003142766825
23865,product b,branding,winter campaign__previous_media,tv,2020-03-20,0.0002762852606
23866,product b,branding,winter campaign__previous_media,tv,2020-03-21,0.0002545698817
23867,product b,branding,winter campaign__previous_media,tv,2020-03-22,0.0002462056624
23868,product b,branding,winter campaign__previous_media,tv,2020-03-23,0.0002067069211
23869,product b,branding,winter campaign__previous_media,tv,2020-03-24,0.0001903508581
23870,product b,branding,winter campaign__previous_media,tv,2020-03-25,0.0001797581435
23871,product b,branding,winter campaign__previous_media,tv,2020-03-26,0.0001632128906
23872,product b,branding,winter campaign__previous_media,tv,2020-03-27,0.0001442923219
23873,product b,branding,winter campaign__previous_media,tv,2020-03-28,0.0001251244114
23874,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-15,2531.690902
23875,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-18,226.1647694
23876,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-19,243.9094591
23877,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-20,247.9873095
23878,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-21,264.6408659
23879,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-22,3428.051808
23880,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-23,248.7771116
23881,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-24,262.9049635
23882,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-25,251.5815334
23883,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-26,245.7872521
23884,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-27,259.9023884
23885,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-28,255.3785784
23886,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-29,2454.360365
23887,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-30,249.2736984
23888,product b,performance,product b|performance|campaign 10,dv360 - prospecting,2021-03-31,263.2714094
23889,product b,performance,product b|performance|campaign 10,facebook,2021-03-15,1565.409185
23890,product b,performance,product b|performance|campaign 10,facebook,2021-03-18,159.8196931
23891,product b,performance,product b|performance|campaign 10,facebook,2021-03-19,168.9518294
23892,product b,performance,product b|performance|campaign 10,facebook,2021-03-20,166.7513757
23893,product b,performance,product b|performance|campaign 10,facebook,2021-03-21,160.3972646
23894,product b,performance,product b|performance|campaign 10,facebook,2021-03-22,2158.376606
23895,product b,performance,product b|performance|campaign 10,facebook,2021-03-23,165.928535
23896,product b,performance,product b|performance|campaign 10,facebook,2021-03-24,165.5245601
23897,product b,performance,product b|performance|campaign 10,facebook,2021-03-25,161.3011657
23898,product b,performance,product b|performance|campaign 10,facebook,2021-03-26,149.4616623
23899,product b,performance,product b|performance|campaign 10,facebook,2021-03-27,170.5854141
23900,product b,performance,product b|performance|campaign 10,facebook,2021-03-28,151.4077534
23901,product b,performance,product b|performance|campaign 10,facebook,2021-03-29,1476.110818
23902,product b,performance,product b|performance|campaign 10,facebook,2021-03-30,168.2087929
23903,product b,performance,product b|performance|campaign 10,facebook,2021-03-31,159.989459
23904,product b,performance,product b|performance|campaign 10,folder,2021-03-15,1469.681885
23905,product b,performance,product b|performance|campaign 10,folder,2021-03-18,524.64544
23906,product b,performance,product b|performance|campaign 10,folder,2021-03-19,590.7902949
23907,product b,performance,product b|performance|campaign 10,folder,2021-03-20,121.8567973
23908,product b,performance,product b|performance|campaign 10,folder,2021-03-21,152.5305979
23909,product b,performance,product b|performance|campaign 10,folder,2021-03-22,1183.852374
23910,product b,performance,product b|performance|campaign 10,folder,2021-03-23,150.1719639
23911,product b,performance,product b|performance|campaign 10,folder,2021-03-24,164.6468748
23912,product b,performance,product b|performance|campaign 10,folder,2021-03-25,161.6336957
23913,product b,performance,product b|performance|campaign 10,folder,2021-03-26,149.2063409
23914,product b,performance,product b|performance|campaign 10,folder,2021-03-27,139.5418175
23915,product b,performance,product b|performance|campaign 10,folder,2021-03-28,144.9689188
23916,product b,performance,product b|performance|campaign 10,folder,2021-03-29,1302.212626
23917,product b,performance,product b|performance|campaign 10,folder,2021-03-30,175.5242213
23918,product b,performance,product b|performance|campaign 10,folder,2021-03-31,628.3712649
23919,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-15,483.6833207
23920,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-18,48.67044715
23921,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-19,55.09481677
23922,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-20,58.80323451
23923,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-21,54.29379752
23924,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-22,726.2283702
23925,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-23,55.97640564
23926,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-24,56.79789538
23927,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-25,57.93367567
23928,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-26,53.46748121
23929,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-27,55.70286165
23930,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-28,56.83998791
23931,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-29,428.9438054
23932,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-30,57.28131734
23933,product b,performance,product b|performance|campaign 10,google - branded search,2021-03-31,53.30469858
23934,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-15,1579.428867
23935,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-18,172.5530995
23936,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-19,176.7844668
23937,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-20,170.6110544
23938,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-21,172.2529712
23939,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-22,2200.251271
23940,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-23,170.0699341
23941,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-24,178.8110595
23942,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-25,163.7587031
23943,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-26,155.3512572
23944,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-27,184.1026489
23945,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-28,178.1460064
23946,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-29,1560.348073
23947,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-30,162.1032623
23948,product b,performance,product b|performance|campaign 10,google - non-branded search,2021-03-31,169.4923521
23949,product b,performance,product b|performance|campaign 10,instagram,2021-03-15,1131.738887
23950,product b,performance,product b|performance|campaign 10,instagram,2021-03-18,123.9467278
23951,product b,performance,product b|performance|campaign 10,instagram,2021-03-19,115.1609933
23952,product b,performance,product b|performance|campaign 10,instagram,2021-03-20,119.8890988
23953,product b,performance,product b|performance|campaign 10,instagram,2021-03-21,123.2218152
23954,product b,performance,product b|performance|campaign 10,instagram,2021-03-22,1549.369178
23955,product b,performance,product b|performance|campaign 10,instagram,2021-03-23,116.6407456
23956,product b,performance,product b|performance|campaign 10,instagram,2021-03-24,120.071807
23957,product b,performance,product b|performance|campaign 10,instagram,2021-03-25,116.5983108
23958,product b,performance,product b|performance|campaign 10,instagram,2021-03-26,117.7721436
23959,product b,performance,product b|performance|campaign 10,instagram,2021-03-27,111.4525369
23960,product b,performance,product b|performance|campaign 10,instagram,2021-03-28,107.1562081
23961,product b,performance,product b|performance|campaign 10,instagram,2021-03-29,1040.195232
23962,product b,performance,product b|performance|campaign 10,instagram,2021-03-30,118.0823427
23963,product b,performance,product b|performance|campaign 10,instagram,2021-03-31,116.6882124
23964,product b,performance,product b|performance|campaign 10,ooh,2021-03-15,3549.308905
23965,product b,performance,product b|performance|campaign 10,ooh,2021-03-18,920.3922676
23966,product b,performance,product b|performance|campaign 10,ooh,2021-03-19,914.8834047
23967,product b,performance,product b|performance|campaign 10,ooh,2021-03-20,248.0926861
23968,product b,performance,product b|performance|campaign 10,ooh,2021-03-21,260.383811
23969,product b,performance,product b|performance|campaign 10,ooh,2021-03-22,2466.760435
23970,product b,performance,product b|performance|campaign 10,ooh,2021-03-23,302.8292252
23971,product b,performance,product b|performance|campaign 10,ooh,2021-03-24,295.4952203
23972,product b,performance,product b|performance|campaign 10,ooh,2021-03-25,271.9272739
23973,product b,performance,product b|performance|campaign 10,ooh,2021-03-26,259.9371327
23974,product b,performance,product b|performance|campaign 10,ooh,2021-03-27,260.8878123
23975,product b,performance,product b|performance|campaign 10,ooh,2021-03-28,273.6453
23976,product b,performance,product b|performance|campaign 10,ooh,2021-03-29,2731.282132
